thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,label
144.6603723317918,166.3244238644712,101.11448019662205,107.36313802190492,132.81913546297972,A
177.08622728334115,141.81387551292414,131.25837828818092,121.70051845265685,124.23775717299448,A
171.14326617075193,149.4740916248329,155.37983408701015,133.45025171667032,137.22350909822197,A
173.98420642245893,140.9593263026681,145.06545631384802,125.83266812783673,139.1222135573305,A
130.35760633326117,161.78621579619625,140.9713417035021,139.6827455212244,149.75471638192198,A
142.37265482816963,151.83810736615754,55.15383393240818,86.08422581822084,89.88540696699644,A
142.08728669425483,141.96708454204108,79.5209668225412,91.04389739188238,112.45816056474887,A
161.34908216065696,174.16922338572,70.74629609690587,108.25133776891631,146.71110388801856,A
164.1576579585738,174.4928030636129,90.1646948252547,110.11112054142791,143.1103718602759,A
163.35559360858923,162.05173188027518,20.8254675156438,92.53652009529114,125.45834603180856,A
157.70440384236272,136.60813792048086,68.23003542050155,97.76427279926764,109.82437489212694,A
171.17155830605313,132.66705918897156,62.821768074914,97.31630459842326,136.89482993790008,A
167.8610081352746,144.34997071185924,86.0006617788082,97.57570483254136,130.62545230442362,A
105.56871138598756,97.85666256881099,70.57744479482157,80.8240312030123,80.83288890504112,A
117.99274306597201,108.40543815904186,58.525866485577524,64.70753535687379,73.11066586721482,A
109.26293581975706,152.09855546322677,136.00039605076935,123.20292962671934,158.16004250692498,A
105.31921740888724,152.7309867854253,144.872133749014,133.57879642956445,166.26924770186753,A
118.3048594807787,157.60996402678802,149.8147347791927,129.65862433840937,148.40975041755237,A
161.29348439623342,161.9711345197183,116.92126348624487,123.06281145380895,153.37110755330013,A
157.14433691273936,164.48357783398356,126.85029834375598,125.75121140101379,149.50382571005557,A
150.0355520493753,165.8526687133081,145.43055606443093,129.9719144660306,153.93825319822838,A
162.75172844690525,174.64612464687562,170.27195055101168,151.86851780837588,164.48075308550455,A
159.22193605224263,176.02341802262728,165.29396806189575,151.1971393366956,163.33176181785245,A
158.73069915563033,170.15580828624618,161.6239961305454,154.02767756309026,166.4119652356201,A
154.58971862240375,158.49771280591054,101.58476534558112,112.4253215827941,132.01110712969356,A
150.730178803157,167.5355617065916,135.58171618441605,119.4971651976812,134.7517881096485,A
142.164171963397,148.8537903254935,110.1582582000665,107.88937756098838,134.39985375797085,A
108.24844159241437,102.90490016225597,52.37143420962665,86.65429141866375,126.7693334934532,A
119.93119713923791,116.50414552639802,65.00622409848178,88.6487211867879,125.53507713752884,A
110.97636831709632,123.67956421055608,53.89446842353069,81.45165108049768,115.8368977657914,A
108.96259632354746,153.3366045147127,140.60685311708494,144.36901680233328,146.60148900671456,A
115.52516227161473,151.5362892657961,136.14616002532256,137.11703287587335,141.48755496816008,A
119.93909148158268,175.79213980855945,151.42269152851992,143.96749273813623,151.6477102245744,A
101.66230375478966,164.70634349755449,153.6753560475167,138.01072674510638,150.51952047243444,A
115.80801547555953,168.92314643296535,142.76854057940966,128.137166414028,140.9961483787817,A
116.13123128391227,162.1745333035402,140.9943232220505,127.85597521021553,141.94179169455555,A
124.793748289951,156.6898492647659,45.406014772679285,100.03757702422783,150.03741415670095,A
117.82072590881576,100.03203221939773,45.49380291850662,97.7505456367337,149.30079497220115,A
110.60506278282327,153.31727929761422,79.99107234218563,118.42264111460928,157.82827122830116,A
173.35760326931188,159.9002263839563,159.4192335885244,158.97710609705675,158.2035521918474,A
168.89132910935945,171.55534609845208,142.5507130916261,115.00289483818294,130.74806460050567,A
165.40705003711554,160.84445694394773,157.77659059160328,158.56656989772387,158.34217829861063,A
174.3094969837299,170.20113977093737,156.23841035391015,142.28927021775917,141.41946923847402,A
163.18396288125206,165.7719110038241,174.61371759597708,152.85593656873576,146.96721615040565,A
167.03240948660576,175.27333324625323,169.3327396851207,151.35892048489106,149.37849637504175,A
167.10167385705105,155.60034532764004,110.24293399136849,113.89185145247325,133.8083056825725,A
152.98583051118678,156.8614362452797,155.43270661074783,158.83734509887208,160.82547657453813,A
151.87911954367135,159.7319770846821,157.021940615368,156.26040584657775,154.22585881538174,A
173.01909062689262,160.07851132202555,159.2573138384051,129.3659187483928,140.7696762179425,A
137.2002521319992,177.08429967259391,178.31610851690175,177.1873502025143,178.64449246853485,B
142.79749827101415,177.54276199372723,178.31869085061106,175.9580874019167,177.0819482855877,B
137.18294385033582,176.9394396172389,178.83601785624953,177.06787295875856,178.16130000582476,B
161.04100385140444,174.0360902803259,177.6460023362251,175.30499539590988,176.85066761259813,B
157.38038990934825,172.28393091478597,178.97737979319734,175.153037245427,178.7291714069831,B
157.4153867298066,173.083339018446,178.72531746775354,175.74874949340384,178.32410328550168,B
116.78169409985416,172.26430926990233,176.1435039051719,175.63315548860288,174.2757109551139,B
114.6368025945265,174.36837672633402,177.3898377836199,176.56333613409035,176.77646978303176,B
117.4108242637046,172.56731066587614,175.89088059752217,175.48417183148345,174.71351285990698,B
153.61532504461192,174.31487494311637,177.5342781589021,179.27406199158978,177.59465012795377,B
151.58627610866247,174.159823505518,177.764344236201,179.4742355142716,176.60894625129092,B
161.63270002404303,174.39471375091094,177.19205057797294,176.45543935297508,177.2223228871996,B
142.68036658822984,175.1912638269752,176.8522615525868,174.60309865389166,172.28099041051394,B
141.17068593475906,175.6624556123952,175.98311964195946,171.9492095477631,172.6466717258771,B
141.88554110874722,176.6754455620774,175.0828053854681,170.15117564113123,172.44891403261119,B
96.8225752360948,174.06268696912494,177.87988165567623,177.30166994049878,176.8444771077802,B
101.91820086867874,174.47205402311204,178.00569436734804,177.7019845906853,177.95661107433665,B
109.49568896947162,175.35990706909155,177.0904991200056,177.53839674781187,174.88358088090956,B
127.1960262619523,173.21344757973262,175.87880656735538,173.8872237935821,172.70692041197472,B
109.02089287381662,175.18397744099917,176.90009425238856,175.65495362967846,176.25911925508257,B
118.66797053332873,176.05037179925893,178.08909176414284,176.06680879003932,174.95722337499382,B
122.0617289914735,175.84324079631276,177.699931432357,177.0482928196581,175.26425508926084,B
133.27596019727378,174.46324930269367,178.3816001861793,176.656798634263,175.28886026493134,B
126.65008199674192,175.35584262697012,177.79251473133502,176.9266234909127,174.4777351656823,B
128.23818372954537,174.87909018251176,177.91032871239454,177.5456142965771,174.16341471735163,B
125.79425429040887,174.45762655487027,178.49350322314643,177.21657823969124,174.800730020044,B
122.76465275079806,174.2173045316192,178.04127519538656,179.07864461516903,176.46156352229704,B
153.5211889787689,176.710272334879,176.8231594524662,175.99155194937399,177.45147594997698,B
139.76095906564998,175.6154108329879,178.62472377287477,177.90103412500687,178.85972616422887,B
147.60189103277372,171.52090294795357,176.18762006090745,177.50569203561292,179.7203970010595,B
149.47445532074758,177.57303883521922,179.32609133416636,177.1079668861338,176.48361608435766,B
156.74455496599242,171.77218567225606,175.66570100109973,175.96407763976697,176.1328264353473,B
157.7876545565424,174.4515375496112,177.2749702802706,176.43455262629823,177.3550564655863,B
157.39586080002752,172.56599396879875,176.97215691069218,177.41977574171364,176.29096492725066,B
145.1207290200519,175.75708805634292,176.4246965837662,175.8377442230902,176.82563844331287,B
129.87998133444876,176.65690068981064,177.81077243556598,176.73258830760227,176.11555018408285,B
142.86095661080284,176.0695209964804,173.70876093793174,178.17379259796317,172.1370736569726,B
148.1663922048566,178.02206647781125,178.15883425459248,177.21021412071178,175.79755815393003,B
158.92816129387745,173.42425434467444,175.31637557480587,173.56598988889618,173.19870570801797,B
163.29985108996942,174.40862751079305,179.66217613146165,178.35212719622706,166.76702764225172,B
147.27620927098977,173.0800461295583,174.27520173956114,174.26688645129045,177.27621776645864,B
150.06022318182033,176.28558327933635,176.72356265478538,173.2686454622194,169.28641238994655,B
148.226369288575,177.332679878751,178.14354354081834,176.0413064184791,175.5634821803466,B
149.62909833756058,176.70346039809073,178.77257628045425,178.0959902177285,172.4465555857735,B
157.29750726647214,175.98923994052726,177.20681016405874,176.0722036338817,172.18633770596017,B
175.61532090837053,165.45003581338403,169.06076573328906,164.70620367637457,167.96028857087444,C
172.3198107303091,168.2764502623938,169.79140510232972,165.42415117820818,168.12089228110193,C
154.91353231903162,150.96301716683308,142.69394615239977,140.8305843331537,148.06450135152858,C
162.40808448952185,156.44069812334342,148.43198549618137,145.62404756688883,151.0429230954738,C
154.1070481139325,166.62527855575385,149.79630636653872,147.90931112728876,151.46006214217002,C
142.8408841930171,158.97214048108023,151.68823711798757,157.3203140652431,162.05236872468578,C
166.38321133673054,158.96614712658692,150.58752808374953,153.92821272311798,155.71214004518262,C
157.971460095066,157.6114682272773,149.90036723720775,154.1895673449801,156.5037231728618,C
166.26816176954262,171.95156501043564,163.07681999932444,164.15906945336442,164.56472714304283,C
169.58979418114933,170.30597389708777,173.7971105258048,173.22097746894227,176.22082284822292,C
169.45663094187887,176.954390747018,178.824108822686,173.08457358464614,172.7905037070161,C
170.56848315275863,174.65854953347576,174.54791824751655,174.5764005155426,176.56596281071916,C
170.5527655404025,166.82141260126167,170.56253512994292,164.48349058324192,172.96337705744833,C
169.10908935769956,166.02897914195026,170.03294614940933,165.93494607250685,170.34880137365448,C
170.21168990861457,168.4241092041132,169.9639318588457,164.30350142731785,172.0504392453685,C
178.0753769906141,137.84967004769692,139.63513715135954,139.27922924381204,174.27774334097893,C
173.42201971598845,139.40114104790266,139.21018272982784,134.74490071628304,173.2879903205222,C
159.57482566816321,168.95605349029944,169.31880520987156,170.72421736068196,172.4830636709197,C
176.3465613069191,169.90098731644022,172.19316805108048,165.37279272784033,167.20525345221813,C
175.43093979561277,163.95626152485883,171.5090584951654,173.93400712071175,175.94896099140306,C
170.10872249139578,169.0013833356301,159.2610036841223,161.55681703470358,164.52561379492025,C
172.80079758722624,175.5251613970752,165.66668926118737,161.93129116570125,157.9191803542183,C
170.1638038435518,158.25307384802275,150.71678034254123,159.4239101515058,161.33031638569824,C
176.4813526512294,165.6159685043807,163.62469238366114,170.99186216438434,174.4776468383352,C
178.16085542887376,162.42444490290777,164.15097259104252,170.59905420794772,173.3465402523011,C
174.64615142714726,165.3093038344623,163.27841520442144,169.50825886575393,172.10183324228353,C
158.760035793963,164.5837276303282,158.59582443758524,160.41626687070638,163.94259686973984,C
165.95777440024042,160.06046586717684,160.59675708611547,152.7084813439178,127.90719437323314,C
169.31980672082102,157.10111411818585,147.16291311434125,144.69134555557562,140.94740390398434,C
167.01831943685144,151.18312319889182,145.59038911923838,155.54066914950215,158.85929524790583,C
171.62643957224566,161.81422178333906,158.03265477103542,160.9726476925584,166.31795000655245,C
175.67535155402425,159.8282233839317,153.55708014119554,158.06690091940314,159.90438494996312,C
168.17108962488862,156.8049189536324,148.1160326097854,155.3130436793825,158.91624141769344,C
176.02595493604323,155.51446873561105,145.7163352305242,158.87223078996738,159.8697141418661,C
176.6918702615309,161.84616093106433,149.7884660335281,158.53624943748625,162.42617419155403,C
174.99291877200355,160.12094068635372,151.6841816887307,160.64621215692543,160.75722875815865,C
178.27870117796218,154.59796912544144,148.12222056747026,156.5470714606834,163.59577693697088,C
156.68477134734272,160.63365263196636,96.23584466459104,115.30591193099606,130.21679335491234,D
152.0498190447329,157.81848738111282,90.1556302435338,113.87113403778824,128.24043555012156,D
159.8464082536651,171.05097358642902,163.65059643230606,110.96540209058429,131.3252393134375,D
168.83385299941534,166.51807416383923,143.3195678218288,110.29850716076938,117.80899171202378,D
144.10765807202444,168.64345000245345,154.35461741706897,154.84302640157043,160.08987837866073,D
148.80461145469866,170.26256199131464,128.15702326319868,130.0384014738135,143.20136729637733,D
172.46658899085233,169.03464615718363,163.5702847546135,160.9734880428927,162.30647600957116,D
173.66034813658888,173.67448270452425,161.7714664863019,151.05968189193902,157.00784538692986,D
147.9365759484039,171.26095226702995,161.6697160523489,151.15155343110345,146.87744122873087,D
149.18817518428546,171.90440064621035,163.122259913557,155.93862946241416,157.70916999428132,D
152.2291793374073,173.23549138039874,161.7597475386573,158.82569578407353,149.7366755877016,D
156.41407710155661,170.51176914004535,156.01720587325104,153.434056179965,159.3126705559118,D
143.1519243286286,171.0441590799796,148.7690706879211,146.64323760643035,142.61208458796938,D
129.69981649893205,170.57192166254077,145.98403089359226,145.47994000145434,140.92797935949696,D
136.1445301954427,171.04648321368313,147.2330259887298,147.64313487299373,140.71111375065715,D
172.34850349793183,173.79421600929194,167.22793816930402,152.19397239047146,130.56937284003013,D
142.8782782452835,170.5463729523526,163.8796056793196,158.95717784679098,168.2116131414389,D
145.6590869201727,170.6558843465854,164.60087846665428,159.35176479926557,166.484099041745,D
145.2542815889641,162.91680482033192,155.71684961044622,148.28812858857646,162.22873193680647,D
173.58301594807025,160.39575673481346,152.37985727392638,150.03553386288397,142.61866994773672,D
147.58625391855574,173.28811074547863,157.6790511670428,153.01201874351383,160.53594106959068,D
140.39386752598585,174.67024292604455,160.57001981944404,154.08387913359545,152.47089286043692,D
141.59454424412147,170.6398744996998,157.3777109178855,147.06073028400755,148.98213803584363,D
176.32880955012445,174.4152318143532,154.6108415815021,157.41072470965926,147.62302374751727,D
172.50464528324363,174.54420041076025,140.32616985505928,140.68656978972456,125.5611874546835,D
88.50405665711332,164.77337033618483,138.62612750998431,128.1709417414501,128.2874030524925,D
99.97301965469875,159.13942436085253,136.71761034651973,134.34496009834388,131.51589830876625,D
82.5078988492785,169.18310816999573,140.1981737687502,131.66538889502775,132.54358144024482,D
133.77027407845156,173.66851534318278,155.1704568623437,151.4827975077284,154.42322024076296,D
134.58466360952553,170.82860177056,154.76197469061827,151.4801438592541,154.03232374706337,D
139.2050361080172,169.3043422086511,152.85287063162403,147.815614217125,146.35675918365368,D
140.13641757997416,164.06772337904104,151.2154361281924,146.3417879377979,138.86177359588677,D
136.7202140820449,164.37626438716958,149.89439802880133,143.19332414001568,137.27641032290416,D
163.09601604171996,173.61842608488553,166.02319795954492,157.6892138749819,151.38448202337878,D
142.33818604050927,171.69345371820523,153.7818822688296,150.76500331128466,143.4680005985286,D
138.33431271731618,171.64331743076235,156.61497742414858,151.89677552829286,146.11314192329175,D
160.35953503473786,172.77774741978664,148.88941239620803,162.49872460245592,166.14815955153966,D
154.80065730511848,173.93182563940604,164.13442218491258,163.05952857726712,165.8046012043145,D
175.7882220135882,177.16456888882536,143.83458598059866,130.1352705244201,121.86441095980948,D
173.83412448769062,176.43357299019672,153.03240846479184,150.92748710128637,151.06770324321855,D
174.94745141816492,166.98604275752447,146.73216201836536,136.51303898579107,146.52378767546355,D
171.65454154756807,175.3074192045866,150.7318592727786,165.20725819729358,165.77759921287705,D
169.47073690918492,172.8606909214169,162.30610320561382,160.60267980767568,154.30489749920304,D
174.32174033435032,173.79920654426968,160.71830739491122,166.2538153819061,164.61159946344333,D
171.07054650506598,177.59824421141104,152.213379280335,154.8936433759479,152.46025928871273,D
160.77336352906426,172.94598250261743,155.64905492774716,163.93061880768985,161.97220947008682,D
157.0751721719659,131.44671095111633,118.2168786368307,122.0324799796347,129.41951968767094,E
157.60743863039886,138.92717248907385,127.78522229922869,125.97016150484436,133.45705023018257,E
152.55690096147669,147.11318169345975,151.19502400606277,142.16969821306597,142.80609841565163,E
148.29610681423435,167.12647401710424,167.7751801482489,167.57895573595428,159.78476466899568,E
166.36666341942794,148.6528944568012,149.97582748941684,141.14901536471604,135.12842743369816,E
162.19532577965015,126.59464716286095,119.54442625684698,116.57149551157521,129.78242941308804,E
124.10532169104494,159.53585947077448,153.62640705922797,143.0316760876259,136.61219879815133,E
152.6865869241031,168.62959947266887,165.63845571122928,156.41224679472091,168.31460888865658,E
150.69972461481277,160.3085843707542,165.71442636533368,155.86615545980328,171.76340249461808,E
129.10077157586687,143.21736140688918,141.98651432383892,130.65571575632583,127.69839591120167,E
116.19364769940822,161.55954743814334,148.82035243072153,139.28515207378888,140.0989500351456,E
120.78354085787431,160.7286349561977,149.3639956329016,141.1093269500771,142.8333553888904,E
147.16983742347148,171.85077867658083,168.09942182344923,168.28105158244796,166.1214496306416,E
159.92407767397233,171.80889335159634,170.09076032313357,162.8307182197595,160.738400341676,E
143.97528593517907,168.91899084724062,164.03987613864794,165.16606858535334,162.83849258789382,E
133.59468079558619,155.11219276040563,154.2730935480526,151.98546588613706,151.75286828351742,E
137.7047750833572,154.5878720807201,152.21793351160676,154.00919083763185,149.43699252648352,E
139.98342903733746,155.32760943462117,151.25741709143543,154.59841497206102,151.79772213287538,E
151.87444420844767,166.18399843023352,159.8037627232578,156.8084904822195,159.57009810250747,E
148.5710491076395,175.9671695450074,168.70569341340948,160.0132915526464,153.6472484472868,E
153.16807183300776,170.79578810066144,160.62758073147046,162.39496809554765,150.43343045682562,E
155.189441294735,170.05099911339542,169.5609575618456,162.77699422273034,155.51524668896505,E
157.1368684799495,173.67070139333907,174.10762392598213,171.9244951531908,172.814362607388,E
156.52489718010318,173.33943235513098,174.13192760680772,172.19426188444567,170.80510107404345,E
152.79740182647978,174.28056817730098,175.96509147793012,174.6206340496297,171.5943230793867,E
147.18348011130368,135.33033170608223,130.74062176478213,129.8669753869732,135.19021946138457,E
146.85686273876854,150.9757097594313,147.59992726351166,142.1519588761985,145.05693430365142,E
153.07592447418037,149.59722318441123,145.85701543943182,137.66433738144667,143.03122593896808,E
155.97389780928148,160.81120416395143,142.49113483736687,133.82744061769606,146.8219343176624,E
156.84190092100474,152.14584515687332,138.5667229475381,137.90871315829105,143.95534416525499,E
132.31322698630515,168.32761087525722,161.8482680730611,155.9408283799519,141.5411500007477,E
137.34671280663085,170.57245908402925,165.84604768339184,156.4798164446539,148.73035289904473,E
164.998072616759,167.53752813443728,167.00065055632035,169.5091566909586,167.1089837603759,E
156.45976586070944,172.58733244424212,171.82920037996502,170.76651438617137,169.91431563130573,E
165.74761259620294,170.87190857787488,168.7244095490551,169.6312203906503,165.3571454551821,E
141.39951624369016,178.08770917069685,177.1869553709249,165.72477360331465,152.7001360261897,E
138.4651419999746,172.8465541004393,172.205694598362,166.77708055836933,150.1491715342899,E
122.8201374096542,141.6000253848827,136.38548794664428,138.00185913037822,138.72506197771537,E
125.98994681411823,144.54469702473014,137.37539441117084,135.47822177832688,135.53907653137824,E
119.12005417646891,147.19370367298646,144.63488359131293,143.59040988225647,144.58938421239472,E
154.83349975947118,133.02734003955712,139.18495961459485,144.09966851954508,141.54267610410454,E
135.5729344054241,156.1153641461282,156.6127482413843,155.48673688528595,154.92972679772734,E
151.7669677656475,90.13200270887589,127.69693268820888,125.14833373062064,112.45480982484136,E
131.19673646210904,125.36993970755569,161.90779111579158,172.21831120173982,147.3168154044292,E
127.80794394117225,130.20717363045674,132.10535917272995,132.05341848862156,127.71601708256432,E
142.17896724622298,141.88874501919275,151.80261326722493,135.89527239043468,130.40740600396666,E
152.14364079382332,151.54351846310246,151.95372387968382,154.16106302536892,163.38339315197325,E
139.42072729339296,117.12877577304772,127.73498223500218,126.35042811585419,126.11819109716372,E
125.18978912306109,154.1129535506296,164.02179466303093,154.520803940205,141.81956714206814,E
148.32550632094436,145.186436149948,154.36154796171954,158.38347045097296,162.57112952833182,E
140.00211046218922,127.59973935854529,178.97097710048476,178.45382793594501,177.3038065544028,F
147.7710011609138,125.61615092612215,179.2322100233501,179.05057685317507,177.78448642084746,F
148.80402406793488,128.85963691734642,178.28425899704843,177.84802980907273,176.03248036568345,F
116.97191179026362,136.85710743752873,172.6928934872185,174.97954992521684,177.98900560647124,F
120.16024192440928,141.71599053610925,173.06937805392144,173.91948132763477,173.32613380280358,F
142.74821404765655,161.23731117278393,171.42142863341473,171.86390971741375,176.08110204901283,F
133.3578552333112,160.40265026836872,173.54366219706756,173.098501380619,176.07651730916913,F
108.93173095695641,158.82506576866186,174.34456707675392,174.20282006698048,177.18524516387964,F
114.6646595841004,146.15247904131493,175.62714378124917,176.76801520347598,178.138568974051,F
108.87879378104032,159.39772160508844,173.62947764896364,171.44414678327684,176.93326186999357,F
159.02777259747108,159.95054287092734,174.28517071017166,172.63770931146044,177.29201129809275,F
158.76382960234005,163.31605947665884,174.2878274546656,175.4715092632801,176.6925845895744,F
165.01666872326135,157.43425635002666,174.23621734028154,173.36099074063065,177.98639561831487,F
115.93621025936682,152.8012673666798,169.65933783617044,172.18355066868537,172.18583328993097,F
129.20700485747167,150.413464357745,165.96684108491428,171.72317122053548,174.29423071748974,F
170.6968261658178,157.84091108417996,169.31351907225823,173.6541476117733,175.98157340442643,F
169.41741759576837,164.6383841436204,173.43927184716946,173.0642497446664,177.36528117276478,F
146.20302225034365,154.6449128114893,173.81755083773842,173.88457911674658,175.35606946939117,F
103.68367630674531,147.19706927900347,172.55192407493934,171.88086979944123,174.39001692717304,F
106.25378704846928,146.79383150668525,173.50855294485243,174.09460394465532,173.2577503826204,F
107.96093191263985,143.22736676726282,171.60433954408506,172.33811595535616,175.05295039154686,F
170.76784270303645,168.38864420141618,164.44423477502085,161.01790247828,162.5035997530916,F
166.134298982577,167.22859561742646,174.34911604786578,167.11432511598974,166.5714331116485,F
162.53013594338535,169.62211588110554,176.4432977972484,164.24613293025325,172.0854389499814,F
106.41071441209836,146.8955333874831,170.65062146741212,173.3324370463157,174.13230285005017,F
93.23378046969968,155.79879443526013,173.89286981098888,174.6564427524685,176.28387929446097,F
96.0897201284095,154.3440499191514,172.89345268531864,173.78948446588456,176.88805510164818,F
160.35249257782704,158.29229632441897,170.17200519984132,175.70062558945816,161.744833023321,F
162.43505775522706,147.5755202350165,165.03965219400476,176.3705630920465,175.50638698059186,F
164.96386859487518,150.1800503545339,169.40689115389668,172.5424725724637,144.2550806081635,F
165.45451842591348,155.40216355962374,166.81434234767303,173.12819244475068,178.0676472060836,F
158.6642853025357,146.64143818760465,167.81050136253987,173.21183032795855,174.1925942557419,F
113.30613913838226,152.883026569382,172.53507882898057,174.0381495637271,174.37272342172645,F
105.6946014044905,150.27260055670695,172.15909183232515,173.38199030847466,173.2894958158858,F
154.45550096188595,161.4726769070184,159.15344749773337,165.7521226671226,174.21462785673845,F
167.5446365516111,161.09115503915694,154.47068898628385,164.68995664700495,171.95366392147642,F
169.7757122758476,161.97737398044447,170.73815247654233,157.52075904483723,164.97067797338204,F
108.58829802930161,144.2284936952793,173.72470949117542,171.68513650492764,173.48003851823572,F
106.34469569697085,150.75348459760602,172.21849347404626,173.55125591586867,173.28898389519136,F
100.16792570457886,145.45987454175992,171.94792009407598,173.87781954023288,171.85744711592395,F
105.03408315695764,136.3421040280834,175.17608256506585,174.98830614806985,172.10579382077486,F
108.24482668688799,153.54550013374742,172.63493155404717,172.34170688136396,175.59467525531286,F
110.33136087803504,152.35518425192308,174.84847618844876,174.8665926580655,177.19848065107894,F
108.69835708889259,151.9588210890393,173.1749918374527,173.7020028900262,176.7409542709803,F
168.017663683685,156.75538126134703,174.12299346620014,172.52060163459748,172.4255628376918,F
143.80004831547953,155.20063196333234,173.02519076374747,169.43985197117314,167.49900039829356,F
155.38483954950968,153.84295578971947,170.28380295228797,167.30525452014456,164.91663637561447,F
172.21731750268466,163.594301759557,173.08311163622068,172.19043916575274,170.80311350893237,F
164.54578625232423,167.71469978326527,172.71413576864398,172.24077212260298,170.11816110010508,F
168.10056837161628,161.09670148010147,168.3975997871308,166.37067155003115,168.00895577410878,F
169.05003319470546,162.86969992392835,171.08143607199682,169.46657518485685,165.91363843755036,F
165.31638588567796,159.31059159966628,171.64092522699184,170.7467391684324,171.00648858871702,F
162.24256692107897,166.59878440876403,174.62982355826077,170.04820924869387,172.8283260429222,F
151.10955399797308,160.81161263232178,170.10537752555132,166.02048008186148,165.2127695165406,F
163.6860060966718,165.452740232797,171.37554146580322,169.61814038971033,172.84526870367142,F
162.9039325956513,158.6476900783929,172.47876285522574,170.6737568510627,171.35263794448767,F
164.2775825586009,163.89122898350223,85.73485494666818,82.72733550614304,62.29186315199613,G
169.68331783107055,175.27857767025665,159.33695730955924,163.08979414100273,163.58167459086252,G
176.7542952453258,175.38658256133374,159.21200934130937,162.58348176849185,163.2014120279265,G
178.66168314303243,179.1282463776815,157.03251421201105,162.3672607089392,164.06393599885348,G
178.43010357722235,179.7015039262567,157.37916825964018,162.91029325675885,163.80067230199975,G
169.33647332344643,170.05522625652645,155.21855079295815,154.4238945398369,160.4406517273576,G
174.5220537250408,171.28957915503105,156.3595082252422,155.07710770214504,156.0861000072882,G
173.20827898006794,170.98957787653265,156.42083454213753,155.53204668263572,160.35770356029488,G
162.92280049168915,175.21453673787394,154.93150160338425,150.22237263711068,155.0347445110398,G
154.38436215682557,173.1582355122302,150.882901267235,139.76737590746347,143.9841655540033,G
167.50387051688438,173.38581272131094,161.8934716049042,142.31972380745285,140.6175953667965,G
165.67470473687155,170.74856434631764,153.3703396204581,140.8149333100301,136.61370597966624,G
166.97403060812067,169.2844516234038,158.81533980039586,143.84773294655324,133.4977822536196,G
174.22356251745887,169.61627236224976,122.83815781750383,126.13810988372917,133.80215117377458,G
166.01460429851878,177.1450977773248,151.38051253024275,155.616674087119,153.48636880237316,G
171.34593985470764,175.78800825429852,152.94443844745635,158.23795373194167,156.9878473398157,G
173.26797458142784,167.15009148454556,139.83694392805884,134.19205954340543,141.67762132167465,G
176.13151142955675,175.4165711561086,160.11406048891766,161.0685827374698,167.81407776323806,G
178.2780406656726,174.36948801324888,154.19884645312231,159.13570057059778,162.38672038852195,G
178.40349299956262,173.52820750325606,154.73185857623972,159.76288832338054,163.78162259981235,G
172.776452188078,172.36636010734298,159.46991150268138,158.2377858997832,165.22109660531277,G
175.477286485761,176.549524361545,154.45190418837487,160.82195002392393,164.54159607977746,G
170.6977903724135,178.4055803315686,156.785937182336,162.63732774302738,166.1822294597414,G
166.78137144873858,175.94390640184187,156.2805317117264,154.37299709959143,158.73610287601937,G
168.13211478186616,176.16811785451839,156.98997325176381,156.2175627591295,157.38207619388334,G
165.98253354794338,175.51167639229743,156.83596318151095,155.55878217656374,157.30160832332035,G
156.87010552401318,174.56345590072246,154.90840340951132,148.35990010698984,152.8408577844709,G
